"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
e_preg6_comps_spec,enrollment_questionnaire,,text,"A25dii. Other complication, specify:",,,,,,,[e_preg6_comps(6)]='1',,,,,,
e_preg7,enrollment_questionnaire,,descriptive,"
Pregnancy 7

",,,,,,,[e_prevpregs]>6,,,,,,
e_preg7_res,enrollment_questionnaire,,radio,"A25a. For your <u>seventh</u> pregnancy, what was the outcome?","1, Live birth, vaginal delivery|2, Live birth, cesarean delivery|3, Miscarriage/spontaneous abortion (<20 weeks gestation)|4, Elective abortion|5, Ectopic pregnancy|6, Stillbirth (>20 weeks gestation)",,,,,,[e_prevpregs]>6,,,,,,
e_preg7_wks,enrollment_questionnaire,,text,"A25b. At how many weeks was the baby delivered?",,,number,0,45,,"([e_preg7_res]='1' or [e_preg7_res]='2') and [e_preg7_wks_uk]=""""",,,,,,
e_preg7_wks_uk,enrollment_questionnaire,,radio," ","88, Unknown|99, Decline to respond",,,,,,"([e_preg7_res]='1' or [e_preg7_res]='2') and [e_preg7_wks]=""""",,,,,,
e_preg7_weight,enrollment_questionnaire,,descriptive,"A25c. What was the baby's birthweight?",,,,,,,"([e_preg7_res]='1' or [e_preg7_res]='2')",,,,,,
e_preg7_lbs,enrollment_questionnaire,,text,Pounds:,,lbs,number,0,,,"([e_preg7_res]='1' or [e_preg7_res]='2') and [e_preg7_weight_uk]=""""",,,,,,
e_preg7_oz,enrollment_questionnaire,,text,Ounces:,,oz,number,0,16,,"([e_preg7_res]='1' or [e_preg7_res]='2') and [e_preg7_weight_uk]=""""",,,,,,
e_preg7_weight_uk,enrollment_questionnaire,,radio," ","88, Unknown|99, Decline to respond",,,,,,"([e_preg7_res]='1' or [e_preg7_res]='2') and [e_preg7_lbs]="""" and [e_preg7_oz]=""""",,,,,,
e_preg7_comps,enrollment_questionnaire,,checkbox,"A25d. Did you have any of the following pregnancy complications during your seventh pregnancy?","1, Birth defects in fetus/infant | 2, Emergency c-section | 3, Pre-eclampsia/eclampsia | 4, Gestational diabetes | 5, Gestational hypertension | 6, Other complication | 0, None of the above","CHECK ALL THAT APPLY",,,,,"[e_preg7_res]<>""""",,,,,," @NONEOFTHEABOVE='0'"
e_preg7_bd,enrollment_questionnaire,,text,"A25di. Birth defect, specify:",,,,,,,[e_preg7_comps(1)]='1',,,,,,
e_preg7_comps_spec,enrollment_questionnaire,,text,"A25dii. Other complication, specify:",,,,,,,[e_preg7_comps(6)]='1',,,,,,
e_preg8,enrollment_questionnaire,,descriptive,"
Pregnancy 8

",,,,,,,[e_prevpregs]>7,,,,,,
e_preg8_res,enrollment_questionnaire,,radio,"A25a. For your <u>eighth</u> pregnancy, what was the outcome?","1, Live birth, vaginal delivery|2, Live birth, cesarean delivery|3, Miscarriage/spontaneous abortion (<20 weeks gestation)|4, Elective abortion|5, Ectopic pregnancy|6, Stillbirth (>20 weeks gestation)",,,,,,[e_prevpregs]>7,,,,,,
e_preg8_wks,enrollment_questionnaire,,text,"A25b. At how many weeks was the baby delivered?",,,number,0,45,,"([e_preg8_res]='1' or [e_preg8_res]='2') and [e_preg8_wks_uk]=""""",,,,,,
e_preg8_wks_uk,enrollment_questionnaire,,radio," ","88, Unknown|99, Decline to respond",,,,,,"([e_preg8_res]='1' or [e_preg8_res]='2') and [e_preg8_wks]=""""",,,,,,
e_preg8_weight,enrollment_questionnaire,,descriptive,"A25c. What was the baby's birthweight?",,,,,,,"([e_preg8_res]='1' or [e_preg8_res]='2')",,,,,,
e_preg8_lbs,enrollment_questionnaire,,text,Pounds:,,lbs,number,0,,,"([e_preg8_res]='1' or [e_preg8_res]='2') and [e_preg8_weight_uk]=""""",,,,,,
e_preg8_oz,enrollment_questionnaire,,text,Ounces:,,oz,number,0,16,,"([e_preg8_res]='1' or [e_preg8_res]='2') and [e_preg8_weight_uk]=""""",,,,,,
e_preg8_weight_uk,enrollment_questionnaire,,radio," ","88, Unknown|99, Decline to respond",,,,,,"([e_preg8_res]='1' or [e_preg8_res]='2') and [e_preg8_lbs]="""" and [e_preg8_oz]=""""",,,,,,
e_preg8_comps,enrollment_questionnaire,,checkbox,"A25d. Did you have any of the following pregnancy complications during your eighth pregnancy?","1, Birth defects in fetus/infant | 2, Emergency c-section | 3, Pre-eclampsia/eclampsia | 4, Gestational diabetes | 5, Gestational hypertension | 6, Other complication | 0, None of the above","CHECK ALL THAT APPLY",,,,,"[e_preg8_res]<>""""",,,,,," @NONEOFTHEABOVE='0'"
e_preg8_bd,enrollment_questionnaire,,text,"A25di. Birth defect, specify:",,,,,,,[e_preg8_comps(1)]='1',,,,,,
e_preg8_comps_spec,enrollment_questionnaire,,text,"A25dii. Other complication, specify:",,,,,,,[e_preg8_comps(6)]='1',,,,,,
e_preg9,enrollment_questionnaire,,descriptive,"
Pregnancy 9

",,,,,,,[e_prevpregs]>8,,,,,,
e_preg9_res,enrollment_questionnaire,,radio,"A25a. For your <u>ninth</u> pregnancy, what was the outcome?","1, Live birth, vaginal delivery|2, Live birth, cesarean delivery|3, Miscarriage/spontaneous abortion (<20 weeks gestation)|4, Elective abortion|5, Ectopic pregnancy|6, Stillbirth (>20 weeks gestation)",,,,,,[e_prevpregs]>8,,,,,,
e_preg9_wks,enrollment_questionnaire,,text,"A25b. At how many weeks was the baby delivered?",,,number,0,45,,"([e_preg9_res]='1' or [e_preg9_res]='2') and [e_preg9_wks_uk]=""""",,,,,,
e_preg9_wks_uk,enrollment_questionnaire,,radio," ","88, Unknown|99, Decline to respond",,,,,,"([e_preg9_res]='1' or [e_preg9_res]='2') and [e_preg9_wks]=""""",,,,,,
e_preg9_weight,enrollment_questionnaire,,descriptive,"A25c. What was the baby's birthweight?",,,,,,,"([e_preg9_res]='1' or [e_preg9_res]='2')",,,,,,
e_preg9_lbs,enrollment_questionnaire,,text,Pounds:,,lbs,number,0,,,"([e_preg9_res]='1' or [e_preg9_res]='2') and [e_preg9_weight_uk]=""""",,,,,,
e_preg9_oz,enrollment_questionnaire,,text,Ounces:,,oz,number,0,16,,"([e_preg9_res]='1' or [e_preg9_res]='2') and [e_preg9_weight_uk]=""""",,,,,,
e_preg9_weight_uk,enrollment_questionnaire,,radio," ","88, Unknown|99, Decline to respond",,,,,,"([e_preg9_res]='1' or [e_preg9_res]='2') and [e_preg9_lbs]="""" and [e_preg9_oz]=""""",,,,,,
e_preg9_comps,enrollment_questionnaire,,checkbox,"A25d. Did you have any of the following pregnancy complications during your ninth pregnancy?","1, Birth defects in fetus/infant | 2, Emergency c-section | 3, Pre-eclampsia/eclampsia | 4, Gestational diabetes | 5, Gestational hypertension | 6, Other complication | 0, None of the above","CHECK ALL THAT APPLY",,,,,"[e_preg9_res]<>""""",,,,,," @NONEOFTHEABOVE='0'"
e_preg9_bd,enrollment_questionnaire,,text,"A25di. Birth defect, specify:",,,,,,,[e_preg9_comps(1)]='1',,,,,,
e_preg9_comps_spec,enrollment_questionnaire,,text,"A25dii. Other complication, specify:",,,,,,,[e_preg9_comps(6)]='1',,,,,,
e_preg10,enrollment_questionnaire,,descriptive,"
Pregnancy 10

",,,,,,,[e_prevpregs]>9,,,,,,
e_preg10_res,enrollment_questionnaire,,radio,"A25a. For your <u>tenth</u> pregnancy, what was the outcome?","1, Live birth, vaginal delivery|2, Live birth, cesarean delivery|3, Miscarriage/spontaneous abortion (<20 weeks gestation)|4, Elective abortion|5, Ectopic pregnancy|6, Stillbirth (>20 weeks gestation)",,,,,,[e_prevpregs]>9,,,,,,
e_preg10_wks,enrollment_questionnaire,,text,"A25b. At how many weeks was the baby delivered?",,,number,0,45,,"([e_preg10_res]='1' or [e_preg10_res]='2') and [e_preg10_wks_uk]=""""",,,,,,
e_preg10_wks_uk,enrollment_questionnaire,,radio," ","88, Unknown|99, Decline to respond",,,,,,"([e_preg10_res]='1' or [e_preg10_res]='2') and [e_preg10_wks]=""""",,,,,,
e_preg10_weight,enrollment_questionnaire,,descriptive,"A25c. What was the baby's birthweight?",,,,,,,"([e_preg10_res]='1' or [e_preg10_res]='2')",,,,,,
e_preg10_lbs,enrollment_questionnaire,,text,Pounds:,,lbs,number,0,,,"([e_preg10_res]='1' or [e_preg10_res]='2') and [e_preg10_weight_uk]=""""",,,,,,
e_preg10_oz,enrollment_questionnaire,,text,Ounces:,,oz,number,0,16,,"([e_preg10_res]='1' or [e_preg10_res]='2') and [e_preg10_weight_uk]=""""",,,,,,
e_preg10_weight_uk,enrollment_questionnaire,,radio," ","88, Unknown|99, Decline to respond",,,,,,"([e_preg10_res]='1' or [e_preg10_res]='2') and [e_preg10_lbs]="""" and [e_preg10_oz]=""""",,,,,,
e_preg10_comps,enrollment_questionnaire,,checkbox,"A25d. Did you have any of the following pregnancy complications during your tenth pregnancy?","1, Birth defects in fetus/infant | 2, Emergency c-section | 3, Pre-eclampsia/eclampsia | 4, Gestational diabetes | 5, Gestational hypertension | 6, Other complication | 0, None of the above","CHECK ALL THAT APPLY",,,,,"[e_preg10_res]<>""""",,,,,," @NONEOFTHEABOVE='0'"
e_preg10_bd,enrollment_questionnaire,,text,"A25di. Birth defect, specify:",,,,,,,[e_preg10_comps(1)]='1',,,,,,
e_preg10_comps_spec,enrollment_questionnaire,,text,"A25dii. Other complication, specify:",,,,,,,[e_preg10_comps(6)]='1',,,,,,
e_covid,enrollment_questionnaire,"
<div style=""font-size: 1.25em"">Prior Diagnosis with COVID-19</div>

",radio,"A26. Since the COVID-19 pandemic began in March 2020, have you been told by a healthcare provider that you have had suspected or confirmed COVID-19? ","1, Yes|0, No|88, Unknown| 99, Decline to respond",,,,,,[s_consent]='1',,,,,,
e_covid_test,enrollment_questionnaire,,radio,"A27. Did you have a laboratory test to confirm that you had COVID-19?","1, Yes|0, No|88, Unknown| 99, Decline to respond",,,,,,[e_covid]='1',,,,,,
e_covid_test_type,enrollment_questionnaire,,checkbox,"A28. What kind of test did you have to confirm that you had COVID-19 (indicate all that apply)? ","1, Swab taken from nose | 2, Blood test | 3, Other test | 88, Unknown | 99, Decline to respond",,,,,,[e_covid_test]='1',,,,,," @NONEOFTHEABOVE='88,99'"
e_covid_other_spec,enrollment_questionnaire,,text,"A28_spec. What other test did you have?",,,,,,,[e_covid_test_type(3)]='1',,,,,,
e_covid_swab,enrollment_questionnaire,,radio,"Result of swab taken from nose:","1,Positive|0,Negative|88,Unknown|99,Decline to respond",,,,,,[e_covid_test_type(1)]='1',,,,covid_tests,,
e_covid_blood,enrollment_questionnaire,,radio,"Result of blood test:","1,Positive|0,Negative|88,Unknown|99,Decline to respond",,,,,,[e_covid_test_type(2)]='1',,,,covid_tests,,
e_covid_other,enrollment_questionnaire,,radio,"Result of other test ([e_covid_other_spec]):","1,Positive|0,Negative|88,Unknown|99,Decline to respond",,,,,,[e_covid_test_type(3)]='1',,,,covid_tests,,
e_covid_uk,enrollment_questionnaire,,radio,"Result of unknown test:","1,Positive|0,Negative|88,Unknown|99,Decline to respond",,,,,,[e_covid_test_type(88)]='1',,,,covid_tests,,
e_covid_ref,enrollment_questionnaire,,radio,"Result of test:","1,Positive|0,Negative|88,Unknown|99,Decline to respond",,,,,,[e_covid_test_type(99)]='1',,,,covid_tests,,
e_covid_dt_know,enrollment_questionnaire," ",radio,"A29. Do you remember what date you were told that you had COVID-19?","1, Yes|0, No|88, Unknown| 99, Decline to respond",,,,,,[e_covid]='1',,,,,,
e_covid_date,enrollment_questionnaire,,text,"A29a. BEST ESTIMATED DATE:",,mm/dd/yyyy,date_mdy,2020-03-01,,,[e_covid_dt_know]='1',,,,,,
e_covid_mon,enrollment_questionnaire,,radio,"A30. Indicate the month in 2020 that you were told that you had COVID-19?","1, January|2, February|3, March|4, April|5, May|6, June|7, July|8, August|9, September|10, October|11, November|12, December|88, Unknown|99, Decline to respond",,,,,,"[e_covid_dt_know]='0' or [e_covid_dt_know]='88'",,,,,,
e_covid_day,enrollment_questionnaire,,radio,"A30a. Indicate the time of the month that you were told you had COVID-19:","1, 1st - 15th of the month|2, 16th - end of the month|88, Time of month unknown|99, Decline to respond",,,,,,"[e_covid_dt_know]='0' or [e_covid_dt_know]='88'",,,,,,
e_sick_worry,enrollment_questionnaire,"
<div style=""font-size: 1.25em"">Perceived Risk of COVID-19</div>

",radio,"A31. How worried are you about getting sick with COVID-19?","1, Very worried|2, Somewhat worried|3, Not too worried|4, Not at all worried|88, Unknown|99, Decline to respond",,,,,,[s_consent]='1',,,,,,
e_harm_worry,enrollment_questionnaire,,radio,"A32. If you were to get sick with COVID-19, how worried are you that COVID-19 would harm you? ","1, Very worried|2, Somewhat worried|3, Not too worried|4, Not at all worried|88, Unknown|99, Decline to respond",,,,,,[s_consent]='1',,,,,,
e_preg_worry,enrollment_questionnaire,,radio,"A33. If you were to get sick with COVID-19, how worried are you that COVID-19 would harm <u>your pregnancy</u>?","1, Very worried|2, Somewhat worried|3, Not too worried|4, Not at all worried|88, Unknown|99, Decline to respond",,,,,,[s_consent]='1',,,,,,
e_sources,enrollment_questionnaire,,radio,"A34. Which one of these sources do you trust the most for receiving information about COVID-19?","1, My family doctor or primary care provider | 2, My OB/GYN doctor | 3, My midwife | 4, Other medical professionals | 5, Other pregnant women | 6, Family members | 7, Friends | 8, My state/local health department | 9, Centers for Disease Control and Prevention Website | 10, Television or radio news | 11, Social network sites like Facebook | 12, Online pregnancy websites | 13, Other | 88, Unknown | 99, Decline to respond",,,,,,[s_consent]='1',,,,,,
e_stress,enrollment_questionnaire,,radio,"A35. How much do you feel that worry or stress related to COVID-19 has had a negative impact on your mental health? ","1, A lot|2, Somewhat|3, Not too much|4, Not at all|88, Unknown|99, Decline to respond",,,,,,[s_consent]='1',,,,,,
e_behaviors,enrollment_questionnaire,,checkbox,"A36. Since the COVID-19 pandemic began in March 2020, have any of the following behaviors increased in your household? ","1, Interpersonal conflict with family members or loved ones|2, Snapping at or yelling at family members|3, Corporal/physical punishment of children such as spanking|4, Corporal/physical punishment of pets|5, Behavioral problems in children in the home|6, Interpersonal conflict with friends or coworkers","CHECK ALL THAT APPLY",,,,,[s_consent]='1',,,,,,
e_covid_vax,enrollment_questionnaire,"
<div style=""font-size: 1.25em"">Vaccine Acceptability</div>

",radio,"A37. If a COVID-19 vaccine were to become available for pregnant women, how likely would you be to get the vaccine for yourself during your pregnancy?","1,Very likely|2, Somewhat likely|3, Not too likely|4, Not at all likely|88, Unknown|99, Decline to respond",,,,,,[s_consent]='1',,,,,,
e_covid_vax_yes,enrollment_questionnaire,,checkbox,"A37a. What are reasons that you would choose to get the COVID-19 vaccine during your pregnancy? ","1,To protect myself from getting sick with COVID-19|2,To protect my pregnancy|3, To protect others in my family|4, To protect others in the community from getting sick with COVID-19 |5, Other","CHECK ALL THAT APPLY",,,,,"[e_covid_vax]='1' or [e_covid_vax]='2'",,,,,,
e_covid_vax_yes_spec,enrollment_questionnaire,,text,"A37a_spec. Other reason, specify:",,,,,,,[e_covid_vax_yes(5)]='1',,,,,,
e_covid_vax_no,enrollment_questionnaire,,checkbox,"A37b. What are reasons that you would not choose to get the COVID-19 vaccine during your pregnancy? ","1,Concerns or questions about vaccine safety for myself|2, Concerns or questions about vaccine safety for my pregnancy|3, Concerns or questions about whether the vaccine would work to protect me from COVID-19|4, I don't think I need the vaccine|5, Other",,,,,,"[e_covid_vax]='3' or [e_covid_vax]='4'",,,,,,
e_covid_vax_no_spec,enrollment_questionnaire,,text,"A37b_spec. Other reason, specify:",,,,,,,[e_covid_vax_no(5)]='1',,,,,,
e_flu_vax,enrollment_questionnaire,"
<div style=""font-size: 1.5em"">Vaccination History</div>
<div style=""font-size: 1.25em"">Last Year's Seasonal Vaccine</div>
",radio,"A38. Did you receive a seasonal or annual flu vaccine LAST year from [JULY 2019] to [APRIL 2020] when yearly seasonal or annual flu vaccines were being given for the flu that comes around every winter?","1, Yes|0, No|88, Unknown| 99, Decline to respond",,,,,,[s_consent]='1',,,,,,
e_flu_vax_dt_know,enrollment_questionnaire,,radio,"A39. Do you know the date you received last year's seasonal flu vaccine?","1, Yes|0, No|99, Decline to respond",,,,,,[e_flu_vax]='1',,,,,,
e_flu_vax_date,enrollment_questionnaire,,text,"A40. On what date did you receive last year's flu vaccine?",,mm/dd/yyyy,date_mdy,2019-01-01,,,[e_flu_vax_dt_know]='1',,,,,,
e_flu_vax_yr,enrollment_questionnaire,,radio,"A40a. Do you remember the year?","1,2019|2, 2020|88, Unknown|99, Decline to respond",,,,,,[e_flu_vax_dt_know]='0',,,,,,
e_flu_vax_mon,enrollment_questionnaire,,radio,"A40b. Do you remember the month?","1, January|2, February|3, March|4, April|5, May|6, June|7, July|8, August|9, September|10, October|11, November|12, December|88, Unknown|99, Decline to respond",,,,,,[e_flu_vax_dt_know]='0',,,,,,
e_flu_vax_day,enrollment_questionnaire,,radio,"A40c. Do you remember if the day was:","1, 1st - 15th of the month|2, 16th - end of the month|88, Time of month unknown|99, Decline to respond",,,,,,[e_flu_vax_dt_know]='0',,,,,,
e_flu_vax_mode,enrollment_questionnaire,,radio,"A41. For this vaccine last year, did you get a shot in the arm or was the vaccine sprayed in your nose? ","1,Shot in arm|2, Spray in nose|88, Unknown|99, Decline to respond",,,,,,[e_flu_vax]='1',,,,,,
e_flu_vax_freq,enrollment_questionnaire,,radio,"A42. In the past 5 years, have you received a vaccine for seasonal flu every year, once or twice, or three or four times? ","0, Never|1, Every year|2, Once or twice|3, Three or four times",,,,,,[s_consent]='1',,,,,,
e_house,enrollment_questionnaire,"
<div style=""font-size: 1.5em"">Social History</div>

",descriptive,"A43. How many people currently live in your household, including yourself? If there are more than 20 members who live in your household, please enter 20. ",,,,,,,[s_consent]='1',,,,,,
e_household,enrollment_questionnaire,,text,"Number in household, including yourself:",,,integer,1,20,,"[s_consent]='1' and [e_household_uk]=""""",,,,,,
e_household_uk,enrollment_questionnaire,,radio," ","88,Unknown|99, Decline to respond",,,,,,"[s_consent]='1' and [e_household]=""""",,,,,,
e_household_guess,enrollment_questionnaire,,text,"A43a_spec. What is your best guess?",,,integer,1,20,,[e_household_uk]='88',,,,,,
e_p1,enrollment_questionnaire,"Please think of the number of people living in your house and their ages. If there are more than 20 people living in your household, choose the 20 people who spend the most time or sleep the most often at your house.   Now, starting with the youngest person, what is that person's age? Afterwards, please list the age of the next youngest individual, then the individual who is the youngest after, and so on until you have entered all individuals in your household or stopping when you have entered 20 individuals. If you are unsure about the age of any individual in the household, please enter your best guess.

For infants under the age of 1 year old, please record age in months. If the infant is less than 1 month old, please record the age as ""0"" months. Please specify months only if the person is less than 1 year of age.
",descriptive,"
a. Person 1
",,,,,,,"[e_household]>1 or [e_household_guess]>1",,,,,,
e_p1_age,enrollment_questionnaire,,text,Age:,,,number,,,,"([e_household]>1 or [e_household_guess]>1) and [e_p1_age_uk]=""""",,,,,,
e_p1_age_unit,enrollment_questionnaire,,radio,"Units (Use months only if less than 1 year):","1,Months|2, Years",,,,,,"([e_household]>1 or [e_household_guess]>1) and [e_p1_age_uk]=""""",,,,,,
e_p1_age_uk,enrollment_questionnaire,,radio," ","88, Unknown|99, Decline to respond",,,,,,"([e_household]>1 or [e_household_guess]>1) and [e_p1_age]=""""",,,,,,
e_p2,enrollment_questionnaire,,descriptive,"
b. Person 2
",,,,,,,"[e_household]>2 or [e_household_guess]>2",,,,,,
e_p2_age,enrollment_questionnaire,,text,Age:,,,number,,,,"([e_household]>2 or [e_household_guess]>2) and [e_p2_age_uk]=""""",,,,,,
